ISBN,Titulo,Autor,Ano,Editora,ID_usuario,Notas
155080555,The Harcourt Brace Anthology of Drama,William B. Worthen,1999,Heinle,11676,1
1572920378,Performance Traditions Among African-American Teachers,Rhonda B. Jeffries,1997,Austin & Winfield Publishers,11676,10
395961297,Oral Interpretation,Charlotte Lee,2000,Houghton Mifflin Company,11676,1
205281710,History of the Theatre (8th Edition),Oscar G. Brockett,1998,Allyn & Bacon,11676,0
793521181,Broadway Belter's Songbook,Hal Leonard Publishing Corporation,1993,Hal Leonard Corporation,11676,6
793519195,The Best Of Broadway,Ashma Menken,1993,Hal Leonard Corporation,11676,10
793508088,"Broadway Musicals Show by Show, 1960-1971 (Piano  Vocal)",Stanley Green,1991,Hal Leonard Corporation,11676,0
793562333,"Musical Theatre Classics, Soprano / Book & CD / Vol 1",Hal Leonard Publishing Corporation,1996,Hal Leonard Publishing Corporation,11676,10
894716239,Mark Wilson's Complete Course in Magic,Mark Wilson,1991,Running Press Book Publishers,11676,10
786863420,The Lion King : Pride Rock On Broadway,Julie Taymor,1998,Disney Editions,11676,6
1557834717,"The Entertainment Sourcebook 2002: An Insider's Guide on Where to Find Everything (Entertainment Sourcebook, 2002)",Association of Theatrical Artists Craftspeople Staff,2002,Applause Theatre & Cinema Book Publishers,11676,1
006105111X,The Alien Years,Robert Silverberg,1999,Eos,11676,2
590920685,Ella Enchanted,Gail Carson Levine,1997,Scholastic Books,11676,8
553565567,"Hunter's Planet (Aliens Vs. Predator, Book 2)",David Bischoff,1994,Bantam,11676,4
553563718,Aliens Genocide (Aliens),David Bischoff,1994,Bantam,11676,3
553574914,Labyrinth (Aliens),S. D. Perry,1996,Spectra Books,11676,5
553574922,Music of the Spears (Aliens Series),Yvonne Navarro,1996,Bantam,11676,7
553564412,Alien Harvest (Aliens),Robert Sheckley (Adapter),1995,Bantam,11676,9
553564420,Rogue (Aliens),Sandy Schofield,1995,Spectra Books,11676,0
091317503X,This Bridge Called My Back: Writings by Radical Women of Color,Cherrie Moraga,1984,Kitchen Table--Women of Color Press,11676,4
553255819,Five Fingers,Hudson Rivers,1983,Bantam Books,11676,6
385422822,Playing Hardball: The High-Stakes Battle for Baseball's New Franchises,David Whitford,1993,Bantam Dell Pub Group,11676,6
312927215,How to Win at Nintendo Games 4 (How to Win at Nintendo Games),Jeff Rovin,1991,St Martins Pr (Mm),11676,6
765190753,The Asian Grill,David Barich,1998,Smithmark Publishers,11676,5
451628659,The Best of Off-Broadway: Eight Contemporary Obie-Winning Plays,Ross Wetzsteon,1994,Signet Book,11676,0
898459796,Macbeth,William Shakespeare,1985,Caedmon,11676,8
765190761,The American Grill,David Barich,1998,Smithmark Publishers,11676,0
451190769,Public Trust,Sarah Gregory,1997,Signet Book,11676,3
446601217,The American Century Dictionary,Laurence Urdang,1996,Warner Books,11676,8
671011715,The ULTIMATE EINSTEIN HC,Robert P. Libbon,1997,Byron Preiss,11676,6
671748424,TRELLIS COOKBOOK: EXPANDED EDITION,Marcel Desaulniers,1992,Simon & Schuster,11676,1
688167756,Handmade Halloween,Zazel Loven,1999,Hearst Books,11676,7
1558502769,The Everything Wedding Book; Everything you need to know to survive your wedding and actually even enjoy it.,Janet Anastasio,1995,Adams Media Corp,11676,8
055324552X,The Boy Who Wouldn't Float,Farley Mowat,1984,Bantam Books,11676,9
312401841,Pocket Style Manual: Updated With Apas 2001 Guidelines,Diana Hacker,2000,St. Martin's Press,11676,1
553259040,Whale for the Killing,Farley Mowat,1984,Bantam Doubleday Dell,11676,2
441588646,No Promises in the Wind,Irene Hunt,1981,Ace Books,11676,9
743462610,Your Birthday Sign Through Time: A Chronicle of the Forces That Shape Your Destiny,Skye Alexander,2002,Atria Books,11676,6
761525432,"Good Gifts from the Home: Soaps, Shampoos, and Other Suds--Make Beautiful Gifts to Give (or Keep)",Kelly Reno,2000,Prima Lifestyles,11676,8
525249060,"Friendly Advice: A Compendium of Wise, Witty and Irreverent Counsel",Jon Winokur,1990,Penguin USA,11676,4
313229392,Microcomputer Applications in Libraries: A Management Tool for the 1980s and Beyond (New Directions in Information Management),Richard M. Kesner,1984,Greenwood Press,11676,1
002863974X,Complete Idiot's Guide to Throwing a Great Party,Patty Sachs,2000,Alpha Books,11676,7
60165529,Maybe the Moon: A Novel,Armistead Maupin,1992,Harpercollins,11676,2
966288904,Creating Paint Shop Pro Web Graphics,Andy  Shafran,1998,Bookworld Services,11676,0
373164882,"A Ghostly Affair (Harlequin American Romance, No. 488)",Charlotte Maclay,1993,Harlequin,11676,9
451518012,Animal Farm,George Orwell,1956,Signet Book,11676,1
590002740,Ghosts and Crows and Things With O's,Kessler,1976,Scholastic,11676,10
373165668,"How to Marry a Millionaire (Harlequin American Romance, No. 566)",Charlotte Maclay,1994,Harlequin,11676,1
876285655,Play Director's Survival Kit : A Complete Step-by-Step Guide to Producing Theater in Any School or Community Setting (J-B Ed:Survival Guides),James W.  Rodgers,2002,Jossey-Bass,11676,4
156971245X,Aliens: Labyrinth (Dark Horse Collection.),Jim Woodring,1997,Dark Horse Comics,11676,3
451110404,Five Were Missing,Lois Duncan,1981,New Amer Library (Mm),11676,3
534508545,Reading to Learn in the Content Areas,Judy S. Richardson,1999,Thomson Learning,11676,1
553128655,I Am Third,Al Silverman,1984,Bantam Books,11676,3
1856495248,Who Needs Credit?: Poverty and Finance in Bangladesh,Geoffrey D. Wood,1998,St. Martin's Press,11676,7
1840381108,The Complete Book of Papercrafts,Lorenz,0,Hermes 1,11676,9
761518606,Spyro the Dragon: Prima's Official Strategy Guide,Elizabeth Hollinger,1998,Prima Lifestyles,11676,4
684811952,NO MATTER HOW LOUD I SHOUT : A Year in the Life of Juvenile Court,Edward Humes,1997,Simon & Schuster,11676,1
375705619,"French Lessons: Adventures with Knife, Fork, and Corkscrew",Peter Mayle,2002,Vintage Books USA,11676,7
1570711550,Love Coupons (Coupon Collections),Gregory J. P. Godek,1997,Sourcebooks,11676,2
811818020,52 Ways to Stay in Love Forever (52 Decks),Lynn Gordon,1997,Chronicle Books,11676,8
452272521,Flesh and the Word 3: An Anthology of Gay Erotic Writing,John Preston,1995,Plume Books,11676,2
157344054X,Best Lesbian Erotica 1996,Tristan Taormino,1996,Pub Group West,11676,4
1558672125,Cappuccino/Espresso: The Book of Beverages (Nitty Gritty Cookbooks),Christie Katona,1999,Bristol Publishing Enterprises,11676,1
671424602,The Pilgrim's Progress,John Bunyan,1980,Pocket,11676,0
1556703260,Taste of Mexico,Patricia Quintana,1986,"Stuart, Tabori and Chang",11676,2
805046747,The Making of a Chef: Mastering Heat at the Culinary Institute of America,Michael Ruhlman,1997,Henry Holt & Company,11676,6
130856401,"Exploring Microsoft Office Professional  2000, Proficient Certification Edition",Robert T. Grauer,1999,Prentice Hall,11676,0
970342012,Art-Works! Hands on Projects for Children,Marilee J. Cosgrove,2000,Art-Works!,11676,3
425119661,Sisters in Crime 2 (Sisters in Crime),Marilyn Wallace,1990,Berkley Publishing Group,11676,7
451180216,Interest of Justice,Nancy Taylor Rosenberg,1994,Signet Book,11676,5
595165192,A Butler's Life: Scenes from the Other Side of the Silver Salver,Kimberly Allen,2001,Authors Choice Press,11676,1
822013541,Beckett's Waiting for Godot and Other Plays (Cliffs Notes),James L.  Roberts,1980,Cliffs Notes,11676,8
822202905,Death of a Salesman.,Arthur Miller,1998,Dramatists Play Service Inc,11676,9
380706717,Frugal Gourmet Cooks with Wine,Jeff Smith,1988,Avon,11676,5
449908771,"Fannie Flagg's Original Whistlestop Cafe Cookbook: Featuring : Fried Green Tomatoes, Southern Barbecue, Banana Split Cake, and Many Other Great Reci",Fannie Flagg,1993,Ballantine Books,11676,7
486285006,The Inspector General (Dover Thrift Editions),Nikolai Vasilevich Gogol,1995,Dover Publications,11676,3
452257980,The Normal Heart,Larry Kramer,1990,Penguin USA,11676,8
1557830649,A Funny Thing Happened on the Way to the Forum (Applause Musical Library),Burt Shevelove,1991,Applause Books,11676,4
517543915,Erte,Charles Spencer,1986,Clarkson N Potter Publishers,11676,9
136338925,The Old Testament story,John H Tullock,1987,Prentice-Hall,11676,6
60920718,The Search for Signs of Intelligent Life in the Universe,Jane Wagner,1991,Perennial Currents,11676,4
044051214X,Child Is Born,Lennart Nilsson,1980,Bantam Doubleday Dell,11676,5
068484785X,"The Collected Plays of Neil Simon, Vol. 4",Neil Simon,1998,Simon & Schuster,11676,6
1564780805,Nightwood: The Original Version and Related Drafts,Djuna Barnes,1995,Dalkey Archive Press,11676,8
60975555,"Just As I Am: A Practical Guide to Being Out, Proud, and Christian",Robert Williams,1993,Harpercollins,11676,10
812036387,Hamlet (Shakespeare Made Easy : Modern English Version Side-By-Side With Full Original Text),William Shakespeare,1986,Barron's Educational Series,11676,2
452264715,Kaffir Boy: The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Mark Mathabane,1995,Plume Books,11676,10
877790477,Pronouncing Dictionary of American English,J. S. Kenyon,1953,Merriam-Webster,11676,10
080481502X,"I Am a Cat, III",Soseki Natsume,1986,Tuttle Publishing,11676,9
802135234,"Picasso at the Lapin Agile and Other Plays : Picasso at the LapinAgile, the Zig-Zag Woman, Patter for a Floating Lady, WASP",Steve Martin,1997,Grove Press,11676,2
804812802,I Am a Cat II,Soseki Natsume,1972,Tuttle Publishing,11676,5
804810346,I Am a Cat,Soseki Natsume,1986,Tuttle Publishing,11676,3
60968850,Mule Bone : A Comedy of Negro Life in Three Acts,Langston Hughes,1991,Perennial,11676,0
446382817,In Search of Excellence,Thomas Peters,1985,Warner Books> C/o Little Br,11676,5
689817517,The Wonderful Wizard of Oz: A Commemorative Pop-up,L. Frank Baum,2001,Little Simon,11676,10
039471833X,Tao Te Ching,Lao Tzu,1972,Vintage Books USA,11676,4
140096493,The Actor's Book of Contemporary Stage Monologues,Nina Shengold,1987,Penguin Books,11676,7
082640636X,Discovering the Laws of Life,John Templeton,1994,Continuum Intl Pub Group,11676,2
014048244X,The Ride Down Mt. Morgan,Arthur Miller,1999,Penguin Books,11676,8
671419773,Democracy,Joan Didion,1984,Bookthrift Co,11676,5
802131255,To Kill a Mockingbird: Tender Mercies and the Trip to Bountiful : 3 Screenplays,Horton Foote,1989,Grove Press,11676,3
151002797,How the Tiger Lost Its Stripes: An Exploration into the Endangerment of a Species,Cory J Meacham,1997,Harcourt,11676,1
1557834520,"The Best American Short Plays 1999-2000 (Best American Short Plays, 1999-2000)",Glenn Young,2001,Applause Theatre & Cinema Book Publishers,11676,6
1555833837,Wonder Bread and Ecstasy: The Life and Death of Joey Stefano,Charles Isherwood,1996,Alyson Publications,11676,2
452268559,Hometowns: Gay Men Write About Where They Belong,John Preston,1992,Penguin USA,11676,8
1559702532,The Caucasian Chalk Circle,Bertolt Brecht,1994,Arcade Publishing,11676,7
452277191,Sexual Ecology: AIDS and the Destiny of Gay Men,Gabriel Rotello,1998,Plume Books,11676,7
809311100,Backwards and Forwards: A Technical Manual for Reading Plays,David Ball,1998,Southern Illinois University Press,11676,5
813513960,Learning by heart: AIDS and schoolchildren in America's communities,David L Kirp,1989,Rutgers University Press,11676,0
300082045,Svengali's Web: The Alien Enchanter in Modern Culture,Daniel Pick,2000,Yale University Press,11676,7
1555835090,The Day Eazy-E Died,James Earl Hardy,2001,Alyson Books,11676,9
1557831890,The Best Burlesque Sketches,Ralph G. Allen,1995,Applause Theatre & Cinema Book Publishers,11676,2
155583373X,If Only for One Nite (B-Boy Blues (Hardcover)),James Earl Hardy,1997,Alyson Publications,11676,2
1555833721,2nd Time Around (B-Boy Blues (Paperback)),James Earl Hardy,1996,Alyson Publications,11676,2
961552107,The Complete Juggler: All the Steps from Beginner to Professional,Dave Finnigan,1991,Jugglebug,11676,5
1555832687,"B-Boy Blues: A Seriously Sexy, Fiercely Funny, Black-On-Black Love Story (B-Boy Blues (Paperback))",James Earl Hardy,1994,Alyson Publications,11676,0
435086685,Playing Director,Rick DesRochers,1995,Heinemann Publishing,11676,2
068480221X,"SURFACE TENSION : Love, Sex, and Politics Between Lesbians and Straight Women",Meg Daly,1996,Touchstone,11676,7
896760820,Sense of Direction: Some Observations on the Art of Directing,William Ball,1984,Drama Publishers,11676,5
60922249,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1994,Perennial,11676,0
435070290,Acting : Thought Into Action,Kurt Daw,1997,Heinemann Publishing,11676,6
62512684,Sex Between Men: An Intimate History of the Sex Lives of Gay Men Postwar to Present,Douglas Sadownick,1996,Harpercollins,11676,9
801330734,Creative Drama in the Classroom and Beyond (7th Edition),Nellie McCaslin,1999,Pearson Education,11676,4
671887246,SCIENCE OF DESIRE,Dean Hamer,1994,Simon & Schuster,11676,1
1558702334,Improvisation Starters: A Collection of 900 Improvisation Situations for the Theater,Philip Bernardi,1992,Betterway Books,11676,7
821758551,Murder in Brentwood,Mark Fuhrman,1997,Zebra Books (Mass Market),11676,6
205295614,"Play Directing: Analysis, Communication, and Style (5th Edition)",Francis Hodge,1999,Allyn & Bacon,11676,3
521293669,"Hamlet, Prince of Denmark (The New Cambridge Shakespeare)",William Shakespeare,1985,Cambridge University Press,11676,1
316134767,"Science Fictions: A Scientific Mystery, A Massive Cover-Up, and the Dark Legacy of Robert Gallo",John Crewdson,2002,"Little, Brown",11676,7
1897784864,"The Scots Fiddle: Tunes, Tales & Traditions of the North-East &amp; Central Highlands",J. Murray Neil,2000,Neil Wilson Publishing,11676,2
793525861,The Pirates of Penzance or the Slave of Duty: Or the Slave of Duty,W. S. Gilbert,1986,G. Schirmer,11676,4
805057021,An American Killing,Mary-Ann Tirone Smith,1998,Henry Holt & Company,11676,6
764585681,Hamlet (Cliffs Complete),William  Shakespeare,2000,Cliffs Notes,11676,2
764585762,The Tempest (Cliffs Complete),William  Shakespeare,2000,Cliffs Notes,11676,4
765116936,The Tragedies (Shakespeare Series),William Shakespeare,1999,Smithmark Publishers,11676,7
940669153,You Said a Mouthful,Roger Karshner,1991,Dramaline Publications,11676,6
890660565,Day by Day With Billy Graham,Joan Winmill Brown,1976,World Wide Publications,11676,6
743204441,"The Surrendered Wife : A Practical Guide to Finding Intimacy, Passion, and Peace with Your Man",Laura Doyle,2001,Fireside,11676,9
830713867,Measure of a Woman,Gene A. Getz,1984,Regal Books,11676,1
8476149980,Viajes En Internet - Guia de Navegacion -,Beatriz Parra Perez,1997,Anaya Multimedia,11676,4
1586630296,Clearing the Clutter for Good Feng Shui,Mary Lambert,2001,Friedman/Fairfax Publishing,11676,9
446394777,College Dorm Workout,Joyce L. Vedral,1994,Warner Books,11676,2
812504836,The Scarlet Letter,Nathaniel Hawthorne,1996,Tor Books,11676,5
448157047,Cashing in at the Checkout,Susan J. Samtur,1985,Back in the Bronx,11676,1
812523369,Pride and Prejudice,Jane Austen,1994,Tor Books,11676,6
740711318,It'S A Girl Thing,Jan King,2000,Andrews McMeel Publishing,11676,8
1577662318,The Persecution and Assassination of Jean-Paul Marat As Performed by the Inmates of the Asylum of Charenton Under the Direction of The Marquis de Sade (or Marat Sade),Peter Weiss,2001,Waveland Pr Inc,11676,7
446675326,Ally McBeal : The Totally Unauthorized Guide,Kathy Mitchell,1998,Warner Books,11676,10
140185046,The Castle (Penguin Twentieth Century Classics),Franz Kafka,1999,Trafalgar Square Publishing,11676,10
842355200,Food and Love,Gary Smalley,2001,Tyndale House Publishers,11676,2
1853260703,The Case-Book of Sherlock Holmes (Wordsworth Collection),Sir Arthur Conan Doyle,1998,NTC/Contemporary Publishing Company,11676,0
684872617,Get A Financial Life : Personal Finance In Your Twenties And Thirties,Beth Kobliner,2000,Fireside,11676,2
440977959,"Sword of the Samurai (Fighting Fantasy Gamebook, No 20)",Steve Jackson,1987,Laurel-Leaf Books,11676,6
812503198,Cyberbooks,Ben Bova,1989,Tor Books (Mm),11676,6
671034944,Soul Survivor,Christopher Golden,1999,Simon Pulse,11676,6
1572243554,Living with RSDS: Your Guide to Coping with Reflex Sympathetic Dystrophy Syndrome,"Peter, Md Moskowitz",2003,New Harbinger Publications,11676,4
875421318,"Earth, Air, Fire, and Water: More Techniques of Natural Magic (Llewellyn's Practical Magick Series)",Scott Cunningham,1991,Llewellyn Publications,11676,4
312970609,The Evil That Men Do,Stephen G. Michaud,2000,St. Martin's True Crime,11676,9
385073054,The Sacred Canopy: Elements of a Sociological Theory of Religion,Peter L. Berger,1990,Anchor,11676,3
130084662,Linux Administration Handbook,Evi Nemeth,2002,Prentice Hall PTR,11676,3
452267838,How to Gain an Extra Hour Every Day: More Than 500 Time-Saving Tips,Ray Josephs,1992,Penguin USA,11676,6
520055977,Abortion and the Politics of Motherhood,Kristin Luker,1985,University of California Press,11676,8
044022599X,I Know You Really Love Me: A Psychiatrist's Account of Stalking and Obsessive Love,Doreen Orion,1998,Dell Publishing Company,11676,0
61054909,Love in Vein,Poppy Z. Brite,1995,Eos,11676,1
067168339X,Esmond in India,Ruth Prawer Jhabvala,1990,Simon & Schuster,11676,5
892131349,Bhagavad Gita As It Is,A. C. Bhaktivedanta Swami Prabhupada,1989,Bhaktivedanta Book Trust,11676,6
465031269,Why Is Sex Fun?: The Evolution of Human Sexuality (Science Masters),Jared M. Diamond,1998,Basic Books,11676,4
802130984,Rhinoceros and Other Plays,Eugene Ionesco,1960,Grove Press,11676,7
6386075,Who Killed Canadian History?,J. L. Granatstein,2000,HarperCollins Publishers,11676,9
344272628X,Der unglÃ¼ckliche MÃ¶rder.,Hakan Nesser,2001,btb,11676,9
3499233975,Die Bar am Ende der MilchstraÃ?Â?e.,John Lucas,2003,Rowohlt Tb.,11676,10
3453025849,Mammut Jages,Jean Auel,2002,Distribooks,11676,8
